host response time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identify_verified,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,logP,minimum_minimum_nights,has_availability_no,availability_30,number_of_reviews,number_of_reviews_ltm,Year,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
1,1.00,0.99,2,1,4,2,1,1,1,10,850,2.93,1,1,18,20,20,2023,4.35,4.15,4.4,4.15,4.6,4.25,4.5,1,3.64
1,1.00,1.00,2,1,4,2,3,1,1,51,828,2.92,1,1,18,21,21,2023,4.95,4.95,4.95,4.95,5,4.95,4.9,1,9.4
1,1.00,1.00,2,2,4,2,1,1,1,40,4400,3.64,1,1,18,6,6,2023,5,5,5,5,5,4.83,5,2,3.46
1,1.00,1.00,1,1,1,4,1,1,2,42,1200,3.08,1,1,18,4,4,2023,5,5,5,5,5,5,5,1,0.42
1,0.91,1.00,2,1,4,2,1,1,1,35,1200,3.08,1,1,18,27,27,2023,4.59,4.7,4.67,4.78,4.56,4.81,4.89,1,4.91
1,1.00,1.00,2,1,1,12,4,3,4,40,5829,3.77,2,1,18,6,6,2023,4.83,4.5,4.83,4.83,4.5,4.67,4.33,1,1.29
1,1.00,1.00,2,1,1,2,1,1,1,46,2760,3.44,10,1,18,1,1,2023,5,5,5,5,5,5,5,2,1
1,1.00,1.00,2,1,4,4,1,1,2,14,950,2.98,1,1,18,3,1,2023,3.33,4.33,3.67,3.67,4.33,4,4.67,2,0.07
1,1.00,1.00,2,1,4,2,1,1,1,34,3750,3.57,1,1,19,5,5,2023,5,5,5,5,5,5,4.8,1,1.63
1,1.00,1.00,1,1,1,2,1,1,1,13,2036,3.31,5,1,18,21,8,2023,4.67,4.9,4.67,4.86,4.81,4.9,4.48,2,0.23
1,1.00,1.00,2,1,1,10,3,5,5,11,3500,3.54,2,1,18,152,6,2023,4.77,4.83,4.8,4.86,4.87,4.28,4.76,1,1.55
2,1.00,0.98,1,1,1,10,4,4,5,36,10500,4.02,2,1,18,70,16,2023,4.66,4.71,4.71,4.84,4.71,4.61,4.52,2,0.75
1,1.00,1.00,2,1,1,2,1,1,1,24,1450,3.16,21,1,5,6,2,2022,4.67,4.67,4.5,5,4,4.17,4.5,1,0.15
1,1.00,1.00,2,1,1,2,2,1,1,47,1500,3.18,28,1,18,15,3,2022,4.4,4.6,4.27,4.6,4.6,4.8,4.27,1,0.17
1,1.00,1.00,1,1,4,2,1,1,1,15,990,3.00,2,1,18,197,5,2023,4.94,4.96,4.9,4.95,4.98,4.41,4.9,1,2.46
1,1.00,0.99,1,1,1,2,1,1,1,34,815,2.91,28,1,18,82,6,2023,4.95,4.95,4.93,4.93,4.98,4.35,4.89,1,1.06
1,0.95,0.90,1,1,4,1,0,1,1,9,990,3.00,1,1,18,9,4,2023,4.67,4.78,5,4.89,5,5,4.67,2,0.13
1,1.00,1.00,2,1,1,3,2,1,3,27,2000,3.30,2,1,23,16,6,2022,4.75,4.88,4.56,5,5,5,4.67,2,0.22
1,1.00,1.00,2,1,1,8,3,3,3,32,2671,3.43,1,1,18,19,0,2020,4.84,4.95,4.89,5,4.95,4.79,4.89,2,0.27
1,1.00,1.00,2,1,4,4,2,2,2,22,2142,3.33,4,1,19,79,2,2022,4.71,4.77,4.76,4.73,4.82,4.46,4.62,2,1.21
1,1.00,1.00,2,1,1,8,4,4,4,54,6957,3.84,1,1,18,33,8,2023,4.52,4.61,4.58,4.85,4.85,4.33,4.48,2,0.53
1,1.00,0.99,2,1,1,4,2,2,2,26,1750,3.24,1,1,18,27,6,2023,4.56,4.78,4.7,4.7,4.59,4.56,4.56,1,0.43
2,1.00,1.00,1,1,1,2,1,1,1,25,2000,3.30,21,1,18,25,7,2023,4.88,4.88,4.92,4.96,4.88,5,4.68,1,0.47
1,1.00,1.00,2,1,1,4,2,2,2,21,2261,3.35,3,1,18,43,10,2023,4.21,4.51,4.4,4.42,4.42,4.28,4.21,1,0.89
1,1.00,1.00,1,1,4,2,2,1,1,29,990,3.00,1,1,22,22,3,2023,4.82,4.95,4.82,4.91,5,4.95,4.77,2,0.46
1,1.00,1.00,2,2,3,1,6,1,10,25,594,2.77,1,1,27,2,2,2023,4.5,4.5,4.5,4.5,4.5,4.5,4.5,1,0.44
1,1.00,0.99,2,1,1,6,2,2,5,20,1880,3.27,1,1,18,5,3,2023,4.6,4,4.8,4.8,4.8,3.6,4.6,1,0.11
1,1.00,0.99,2,1,1,4,1,2,2,23,1923,3.28,3,1,18,55,18,2023,4.73,4.75,4.71,4.56,4.78,4.71,4.65,1,1.23
1,1.00,0.99,2,1,1,2,1,1,1,25,894,2.95,3,1,18,35,15,2023,4.69,4.86,4.77,4.6,4.86,4.71,4.71,1,0.8
1,1.00,0.99,2,1,1,2,1,1,1,37,2114,3.33,1,1,18,19,6,2023,4.47,4.68,4.37,4.58,4.63,4.79,4.47,1,0.45
1,1.00,1.00,2,1,4,2,1,1,1,11,590,2.77,1,1,22,33,31,2023,4.61,4.64,4.58,4.94,4.97,4.94,4.58,1,2.31
1,0.97,0.98,2,1,1,5,2,1,3,52,1697,3.23,1,1,19,30,17,2023,4.83,4.87,4.73,4.83,4.97,4.83,4.87,2,1.08
1,0.99,0.99,2,1,1,4,2,2,2,26,2066,3.32,3,1,18,3,0,2021,3.67,4,3.67,3.67,3.67,3.67,3.67,1,0.11
1,1.00,0.93,2,1,4,2,1,1,2,20,1679,3.23,14,1,18,3,0,2021,5,5,5,5,5,5,5,1,0.14
1,1.00,0.87,2,1,1,2,1,1,1,36,733,2.87,30,1,18,5,2,2022,4.6,4.6,4,4.8,5,4.6,4.8,2,0.2
1,1.00,0.99,1,1,4,2,1,1,1,20,660,2.82,1,1,18,12,9,2023,4.5,4.5,4.67,4.5,4.67,4.58,4.25,1,0.81
1,1.00,1.00,2,1,1,3,2,1,1,14,1443,3.16,1,1,18,5,5,2023,4.8,4.8,4.8,4.8,4.6,4.8,4.6,1,1.58
1,1.00,1.00,1,1,4,2,1,1,1,20,948,2.98,1,1,19,14,14,2023,4.64,4.86,4.93,4.93,4.79,4.43,4.86,1,1.2
1,1.00,1.00,1,1,4,2,1,1,1,20,948,2.98,1,1,18,7,7,2022,4.29,4.43,4.71,4.71,4.71,4.43,4.29,1,0.64
1,1.00,1.00,1,1,4,4,1,1,3,20,1225,3.09,1,1,18,40,40,2023,4.85,4.88,4.9,4.83,4.83,4.35,4.83,1,3.35
1,1.00,1.00,1,1,1,2,1,1,1,23,1234,3.09,3,1,18,20,20,2023,4.95,5,5,4.9,5,4.85,4.9,2,1.85
1,1.00,0.98,2,1,1,3,1,1,2,35,1627,3.21,3,1,22,26,26,2022,4.15,4.42,4.31,4,4.04,4.88,4.42,1,2.59
1,1.00,0.99,2,1,1,4,2,2,2,35,2286,3.36,1,1,18,23,23,2023,4.78,4.91,4.91,4.52,4.83,4.57,4.91,1,3.04
1,1.00,0.99,2,1,1,4,1,2,2,30,1923,3.28,3,1,18,13,13,2023,4.92,5,5,4.85,4.92,4.69,4.92,1,1.62
1,1.00,0.99,2,1,1,2,1,1,2,32,912,2.96,1,1,18,5,5,2023,5,5,5,5,5,5,5,1,0.65
1,1.00,1.00,1,1,1,2,1,1,1,32,960,2.98,14,1,18,7,7,2023,4.71,4.57,4.71,4.86,5,4.71,4.57,1,0.96
1,1.00,0.94,1,1,1,14,4,4,7,38,7384,3.87,1,1,23,9,9,2023,4.78,4.78,4.89,4.78,4.89,4.78,4.78,2,1.9
1,1.00,0.98,2,1,1,3,1,1,2,31,1627,3.21,3,1,22,4,4,2022,4,4,4,4,4,4,4,1,0.6
1,1.00,1.00,2,1,4,2,1,1,1,30,549,2.74,1,1,18,32,32,2023,4.69,4.66,4.69,4.5,4.81,4.88,4.81,1,5.33
1,1.00,1.00,2,1,4,4,1,1,3,25,1200,3.08,1,1,19,2,2,2023,5,5,5,5,5,5,5,2,1.13
1,1.00,1.00,2,1,1,2,1,1,1,15,1343,3.13,30,1,18,2,2,2023,4.5,4,5,3.5,4.5,5,5,1,0.83
1,0.98,1.00,2,1,1,2,1,1,1,27,700,2.85,2,1,18,6,6,2023,4.17,4.33,4.33,4.33,5,4.33,4.17,1,2.22
1,1.00,1.00,2,1,1,2,1,1,1,32,1442,3.16,1,1,18,9,9,2023,4.89,4.78,4.78,4.89,5,5,5,1,3.14
1,0.97,0.99,2,2,4,2,2,1,1,7,446,2.65,1,1,18,13,13,2023,4.77,4.85,4.69,4.77,4.85,4.85,4.77,1,3.36
1,1.00,1.00,2,1,1,4,3,2,2,39,1483,3.17,1,1,18,1,1,2023,5,5,5,5,5,5,5,1,0.37
1,1.00,0.99,2,1,1,3,2,2,2,29,2714,3.43,2,1,21,3,3,2023,4,3.67,3.67,4,5,4,4,1,1.43
1,1.00,1.00,2,1,1,2,1,1,1,32,1399,3.15,1,1,18,3,3,2023,5,5,5,4.67,5,5,4.67,1,1.11
1,1.00,1.00,2,1,1,2,1,1,1,27,2156,3.33,1,1,18,1,1,2023,5,5,4,5,5,5,5,1,1
1,1.00,0.99,2,1,1,2,1,1,1,29,1757,3.24,1,1,18,3,3,2023,5,5,5,5,5,5,5,1,2.37
1,1.00,1.00,2,2,4,2,1,1,1,28,1090,3.04,7,1,18,1,1,2023,4,3,4,5,4,4,4,1,1
1,1.00,0.99,2,1,1,2,1,1,1,30,1757,3.24,1,1,18,1,1,2023,5,5,5,5,5,5,5,1,1
1,1.00,1.00,2,1,1,3,2,2,2,44,1336,3.13,2,1,18,2,2,2023,5,5,4.5,5,5,5,5,1,2
1,1.00,1.00,2,1,1,2,1,1,1,24,1445,3.16,2,1,25,14,14,2023,4.57,5,4.79,4.36,4.64,4.79,4.5,1,2.76
1,0.86,1.00,2,2,4,2,1,1,1,16,804,2.91,1,1,20,1,1,2023,5,5,5,5,4,5,5,2,0.43
1,1.00,0.98,1,1,1,3,2,1,2,47,1542,3.19,1,1,21,95,35,2023,4.77,4.74,4.63,4.86,4.97,4.72,4.73,1,1.87
2,1.00,0.76,1,1,1,2,1,1,1,25,450,2.65,3,1,17,55,3,2023,4.22,4.58,4.51,4.6,4.69,4.18,4.31,2,0.57
1,1.00,1.00,2,1,1,2,1,1,1,27,1400,3.15,3,1,17,124,8,2023,4.84,4.89,4.76,4.92,4.97,4.56,4.83,1,1.29
1,1.00,1.00,1,1,1,6,3,2,2,68,3807,3.58,2,1,17,138,29,2023,4.77,4.86,4.84,4.88,4.88,4.51,4.72,1,1.92
1,1.00,0.99,2,1,1,3,1,1,1,42,1600,3.20,28,1,17,36,1,2022,4.56,4.75,4.69,4.58,4.64,4.67,4.56,2,0.62
1,1.00,0.98,1,1,1,2,2,1,1,46,980,2.99,1,1,17,9,6,2023,4.67,4.89,4.67,5,5,4.11,4.11,2,0.15
1,1.00,0.98,2,1,1,1,1,1,1,15,595,2.77,3,1,17,21,6,2023,4.76,4.76,4.67,4.62,4.95,4.76,4.81,2,0.34
1,1.00,0.99,2,1,3,4,1,1,2,23,1743,3.24,1,1,17,55,20,2023,4.67,4.76,4.62,4.71,4.93,4.82,4.69,1,1.13
1,1.00,1.00,1,1,1,16,4,3,8,38,5429,3.73,2,1,19,25,18,2023,4.84,4.8,4.88,4.96,4.96,4.72,4.76,1,0.58
1,1.00,1.00,2,2,4,2,1,1,1,23,1200,3.08,30,1,17,20,0,2020,4.84,4.89,4.84,4.84,4.89,4.95,4.68,2,0.46
1,1.00,1.00,2,1,1,4,1,1,2,22,2458,3.39,1,1,17,52,23,2023,4.77,4.81,4.52,4.81,4.9,4.9,4.71,1,1.32
1,1.00,1.00,2,1,1,12,3,4,4,69,3671,3.56,1,1,17,5,3,2023,4.8,4.8,4.8,5,5,5,4.8,2,0.16
1,1.00,1.00,2,1,1,6,2,2,3,41,4635,3.67,1,1,17,40,30,2023,4.68,4.65,4.58,4.73,4.75,4.58,4.55,1,2.13
1,1.00,1.00,2,1,1,4,1,1,2,27,2458,3.39,1,1,17,50,36,2023,4.76,4.82,4.74,4.86,4.84,4.66,4.7,1,3.12
1,1.00,1.00,2,1,1,4,1,1,2,27,2674,3.43,1,1,17,28,28,2023,4.75,4.75,4.68,4.93,4.96,4.71,4.75,1,2.31
1,1.00,1.00,2,1,1,2,1,1,1,24,1445,3.16,2,1,17,9,9,2023,5,4.89,4.78,5,4.89,4.78,4.78,1,1.76
1,0.98,0.98,1,1,1,3,2,1,1,49,1888,3.28,29,1,17,4,4,2023,4.25,4.75,4.5,4.5,4.75,4.25,3.75,1,0.68
1,1.00,1.00,2,1,1,2,1,1,1,25,1900,3.28,1,1,17,10,10,2023,4.8,4.9,4.6,5,5,4.6,4.8,1,1.52
1,0.96,1.00,1,1,1,2,1,1,1,33,2043,3.31,1,1,17,20,20,2023,4.75,4.9,4.35,4.7,4.9,4.7,4.5,1,2.83
1,1.00,1.00,2,1,1,2,1,1,1,24,1445,3.16,2,1,15,8,8,2023,4.25,4.25,4.38,4,4.25,4.38,4.13,1,2.35
1,1.00,1.00,1,1,1,2,1,1,1,29,2020,3.31,2,1,17,22,22,2023,4.77,4.95,4.91,4.59,4.86,4.82,4.86,1,4.68
1,1.00,1.00,2,1,1,4,1,2,2,44,3688,3.57,2,1,20,9,9,2023,5,5,5,5,5,4.67,4.78,2,4.74
1,1.00,1.00,2,1,4,2,1,1,1,46,1500,3.18,1,1,17,1,1,2023,5,5,5,5,5,5,5,1,1
1,1.00,1.00,2,1,4,4,1,1,2,13,1061,3.03,1,1,23,18,18,2023,4.61,4.72,4.56,4.61,4.89,4.44,4.72,2,2.11
1,1.00,1.00,1,1,4,2,2,1,1,29,650,2.81,1,1,18,147,29,2023,4.88,4.94,4.79,4.99,5,4.86,4.94,2,2.52
1,0.97,1.00,2,1,1,6,1,2,3,31,2229,3.35,1,1,20,26,13,2023,4.5,4.42,4.46,4.42,4.46,4.69,4.38,2,0.85
1,1.00,1.00,1,1,1,4,2,2,2,47,1400,3.15,3,1,20,4,4,2023,4.75,5,4.5,5,5,4,4.5,2,2.45
1,1.00,0.99,1,2,1,2,1,1,1,36,1900,3.28,4,1,20,69,17,2023,4.86,4.98,4.9,4.98,5,4.46,4.88,2,1.08
1,0.98,0.60,2,1,1,4,1,1,1,22,1012,3.01,1,1,17,9,9,2023,4.89,4.78,4.89,4.78,4.89,4.78,4.89,1,3.6
1,1.00,1.00,2,1,1,7,2,3,3,23,2500,3.40,4,1,17,35,16,2023,4.66,4.69,4.51,4.8,4.8,4.57,4.6,1,0.79
1,1.00,0.99,2,1,1,6,3,3,3,30,4900,3.69,1,1,17,95,22,2023,4.92,4.91,4.87,4.99,4.97,4.78,4.85,2,1.57
1,1.00,0.99,2,1,1,2,1,1,1,26,1000,3.00,7,1,17,20,0,2022,4.05,4.25,3.7,4,4.4,3.85,4.4,2,0.44
1,1.00,0.97,1,1,4,2,1,1,1,22,3650,3.56,1,1,17,3,3,2023,5,5,5,5,5,5,5,2,0.38
1,1.00,0.98,1,1,1,2,1,1,1,25,820,2.91,1,1,17,166,29,2023,4.81,4.88,4.84,4.78,4.83,4.85,4.78,1,1.86
1,1.00,0.99,1,2,1,2,1,1,1,35,2250,3.35,4,1,20,78,19,2023,4.85,4.9,4.86,4.95,4.92,4.27,4.78,2,0.91
1,1.00,1.00,1,1,4,2,1,1,2,22,596,2.78,1,1,17,153,30,2023,4.75,4.82,4.73,4.83,4.87,4.95,4.78,1,2.02
1,1.00,0.99,2,1,1,4,2,2,2,27,1750,3.24,1,1,17,76,19,2023,4.55,4.7,4.76,4.76,4.61,4.51,4.49,1,1.05
1,1.00,1.00,1,1,1,2,2,1,1,31,1600,3.20,30,1,17,44,0,2020,4.75,4.82,4.75,4.7,4.91,4.59,4.7,1,0.63
1,1.00,1.00,2,1,1,3,2,1,1,37,2023,3.31,2,1,17,70,9,2023,4.67,4.58,4.55,4.46,4.8,4.52,4.52,1,1.14
1,1.00,0.99,2,1,1,2,1,1,1,26,1000,3.00,21,1,17,8,1,2022,4,4.25,4.5,3.38,4.25,3.5,4.38,1,0.15
1,1.00,0.98,2,1,1,3,1,1,3,21,1230,3.09,4,1,17,13,10,2023,4.38,4.31,4.31,4.92,4.62,4.62,4.15,2,0.33
1,1.00,0.86,2,1,1,8,4,4,5,13,8000,3.90,1,1,17,6,2,2022,4.5,4.67,4.67,4.83,4.67,4.83,4.67,2,0.12
1,1.00,0.88,1,2,1,3,2,2,2,38,1390,3.14,1,1,17,6,4,2023,4.5,4.83,4.67,4.33,4.67,4.5,4.33,2,0.13
1,1.00,1.00,2,1,1,3,2,1,1,31,1080,3.03,2,1,17,10,8,2023,4.9,5,4.9,4.9,4.9,4.2,4.8,2,0.24
1,1.00,1.00,2,1,1,3,2,1,1,31,1000,3.00,5,1,17,1,0,2020,5,5,5,5,5,5,5,2,0.03
1,1.00,1.00,1,1,4,3,1,1,2,33,1010,3.00,1,1,17,9,7,2023,4.89,5,4.89,5,4.67,4.89,4.89,2,0.23
1,1.00,1.00,2,1,1,3,2,1,2,35,2400,3.38,5,1,17,1,0,2020,5,5,5,4,4,4,4,1,0.03
1,1.00,0.99,2,1,1,5,2,2,2,34,4800,3.68,30,1,17,3,3,2022,4,4.33,4.67,3.67,3.67,4,4,1,0.32
1,1.00,0.99,1,1,1,3,2,1,2,49,1988,3.30,1,1,17,15,15,2023,4.93,5,4.87,4.93,5,5,4.93,1,2.24
1,1.00,0.99,1,1,1,3,2,1,1,50,2056,3.31,1,1,17,2,2,2022,5,5,4.5,5,5,5,5,1,0.44
1,1.00,0.91,1,1,1,3,1,1,2,18,2800,3.45,2,1,17,5,5,2023,5,4.8,5,4.8,5,4.4,5,2,0.81
1,1.00,1.00,2,1,1,2,1,1,1,41,1600,3.20,2,1,17,14,14,2023,4.79,5,4.86,5,5,5,4.93,1,2.12
1,1.00,0.99,1,1,1,2,1,1,1,43,1700,3.23,2,1,17,6,6,2023,4.83,4.67,5,4.83,4.83,4.67,4.67,1,1.44
1,1.00,0.99,1,1,1,2,1,1,1,45,1600,3.20,2,1,17,4,4,2023,4.75,4.75,5,5,5,5,4.75,1,0.89
1,1.00,0.99,1,1,1,4,2,2,2,44,3129,3.50,2,1,17,5,5,2023,4.4,4.4,4.6,4.8,4.8,4.8,4.4,1,2.68
1,1.00,1.00,1,1,1,2,1,1,1,46,1650,3.22,2,1,17,10,10,2023,4.8,4.7,4.6,4.9,4.9,4.6,4.5,1,3.45
1,1.00,1.00,1,1,1,2,1,1,1,29,1650,3.22,3,1,17,13,13,2023,4.77,4.85,5,4.85,5,4.85,4.77,2,4.87
1,0.98,0.60,2,1,1,3,1,1,1,17,951,2.98,1,1,17,6,6,2023,5,5,5,4.5,5,5,5,1,2.73
1,1.00,1.00,1,1,1,2,1,1,1,29,1650,3.22,1,1,17,3,3,2023,5,5,5,5,5,4.67,5,1,1.3
1,1.00,0.99,1,1,1,2,1,1,1,42,2298,3.36,1,1,17,13,13,2023,5,5,4.92,5,5,4.92,4.92,2,8.13
1,1.00,1.00,2,1,1,2,1,1,1,14,1893,3.28,1,1,20,2,2,2023,5,5,5,5,5,5,5,1,1.58
2,1.00,1.00,2,2,4,4,1,1,3,21,1500,3.18,1,1,17,1,1,2023,5,5,5,5,5,5,5,2,0.44
1,1.00,0.95,1,2,4,3,1,1,1,22,529,2.72,2,1,17,38,13,2023,4.39,4.74,4.58,4.95,4.66,4.29,4.68,1,0.66
1,1.00,1.00,2,1,1,2,1,1,1,23,989,3.00,10,1,17,3,3,2023,5,5,4.33,5,5,4.33,4.67,2,1.76
1,1.00,0.95,1,1,1,2,1,1,1,50,3378,3.53,2,1,17,40,8,2023,4.93,4.93,4.95,4.95,4.95,4.87,4.79,2,0.48
1,1.00,0.99,1,1,1,4,1,2,2,18,2500,3.40,60,1,30,16,13,2023,4.75,4.81,4.69,4.81,4.81,4.81,4.88,1,1.16
1,0.91,0.99,2,1,4,3,1,1,1,46,2800,3.45,1,1,17,32,32,2023,4.44,4.16,4.34,4.5,4.31,4.34,4.34,1,3.32
1,1.00,1.00,2,1,3,3,3,1,3,27,1146,3.06,1,1,26,8,3,2023,4.88,4.88,4.75,4.88,4.75,4.63,4.5,1,0.14
1,1.00,0.99,2,1,1,4,1,2,2,25,1014,3.01,1,1,17,1,1,2023,5,5,5,5,5,4,5,1,0.58
1,1.00,1.00,1,1,1,4,2,2,2,36,7742,3.89,8,1,17,13,0,2020,5,4.92,5,5,5,4.69,4.92,1,0.23
1,1.00,0.99,1,1,1,3,2,1,1,48,1988,3.30,1,1,17,60,18,2023,4.82,4.78,4.62,4.77,4.9,4.78,4.62,1,1.22
1,1.00,0.97,1,1,1,4,3,2,2,30,2500,3.40,2,1,17,37,18,2023,4.76,4.86,4.81,4.84,5,4.7,4.76,2,0.78
1,0.82,0.96,2,1,1,2,1,1,2,45,1300,3.11,30,1,17,19,5,2023,4.58,4.63,4.58,4.53,4.53,4.47,4.58,1,0.41
1,1.00,1.00,2,1,1,3,1,1,1,41,1669,3.22,7,1,17,1,1,2023,5,5,5,4,5,5,5,1,1
1,1.00,0.98,1,1,4,3,1,1,2,34,848,2.93,1,1,19,14,12,2023,4.86,4.79,4.86,5,5,4.64,4.79,2,0.33
1,0.95,0.90,1,1,4,2,1,1,1,15,1678,3.22,1,1,17,87,13,2023,4.83,4.78,4.92,4.91,4.87,4.86,4.67,2,1.1
1,1.00,1.00,2,2,1,3,2,2,2,54,1225,3.09,10,1,17,16,2,2023,4.44,4.81,4.27,4.69,4.69,4.19,4.5,2,0.17
1,1.00,0.99,1,1,1,2,1,1,1,42,1858,3.27,2,1,17,4,4,2023,4.25,4.25,4.25,4.5,4.75,4.75,4,1,0.97
1,1.00,1.00,1,1,1,3,2,2,2,63,2600,3.41,30,1,17,8,8,2023,5,5,5,5,5,5,5,2,1.01
1,1.00,1.00,2,1,1,5,1,1,3,29,2690,3.43,1,1,17,51,10,2023,4.49,4.51,4.59,4.69,4.71,4.73,4.47,1,0.91
1,1.00,1.00,2,1,1,5,1,1,2,26,2404,3.38,1,1,17,29,12,2023,4.52,4.55,4.52,4.62,4.72,4.59,4.48,1,0.94
1,1.00,1.00,1,1,1,6,2,3,3,21,2400,3.38,1,1,20,51,14,2023,4.96,4.96,4.92,4.94,4.96,4.94,4.92,1,1
1,0.83,0.73,2,1,1,6,1,2,3,21,1983,3.30,1,1,20,53,1,2023,4.72,4.91,4.79,4.92,4.89,4.74,4.83,1,1.01
1,1.00,0.95,1,1,4,2,1,1,2,52,994,3.00,5,1,17,24,17,2023,5,4.88,4.75,4.96,5,4.83,5,2,0.96
1,1.00,1.00,2,1,1,6,3,3,4,39,4455,3.65,1,1,22,130,14,2023,4.77,4.88,4.74,4.89,4.81,4.85,4.82,1,2.1
1,1.00,1.00,2,1,1,2,1,1,1,28,1699,3.23,6,1,17,1,1,2023,5,5,5,5,5,5,5,1,1
1,0.98,0.98,2,2,4,2,1,1,1,16,560,2.75,1,1,19,65,65,2023,4.4,4.5,4.41,4.8,4.55,4.38,4.64,2,7.09
1,1.00,0.91,2,1,1,6,3,3,4,43,13067,4.12,2,1,17,43,10,2023,5,5,4.95,5,4.97,4.54,4.81,2,0.52
1,1.00,1.00,2,1,1,4,1,1,1,24,1439,3.16,30,1,0,146,1,2023,4.9,4.9,4.92,4.91,4.92,4.75,4.86,2,2
1,1.00,0.99,2,2,4,3,1,1,3,8,1561,3.19,1,1,21,1,1,2023,5,5,4,5,5,5,5,1,1
1,1.00,0.95,1,1,1,4,2,2,2,38,2500,3.40,2,1,17,1,1,2023,5,5,5,5,5,5,5,1,1
1,1.00,0.95,1,1,1,5,2,2,2,38,2500,3.40,2,1,17,1,1,2023,5,5,5,5,5,5,5,1,1
2,0.90,1.00,2,1,4,1,1,1,1,17,990,3.00,1,1,19,6,4,2023,4.67,4.67,5,4.83,4.5,4.67,4.67,1,0.43
1,1.00,0.99,1,1,4,2,1,1,1,38,950,2.98,2,1,17,7,7,2023,4.71,4.86,4.86,4.86,4.86,4.71,4.71,1,2.56
1,1.00,1.00,2,1,4,4,1,1,4,10,1305,3.12,1,1,17,8,2,2023,4.86,5,4.71,5,4.71,4.71,4.86,1,0.11
1,1.00,1.00,2,1,4,2,1,1,1,31,1600,3.20,1,1,17,110,4,2022,4.74,4.79,4.88,4.9,4.86,4.06,4.68,1,1.53
1,1.00,0.99,1,1,4,4,1,2,2,16,1552,3.19,1,1,18,91,6,2023,4.93,4.96,4.98,4.96,4.97,4.9,4.96,1,1.81
1,1.00,1.00,2,1,3,2,1,1,1,53,678,2.83,1,1,18,25,2,2022,4.76,4.88,4.92,4.88,4.84,4.6,4.92,2,0.54
2,1.00,1.00,2,1,1,2,1,1,2,33,920,2.96,7,1,17,8,3,2023,4.57,4.57,4.71,5,5,4.71,4.43,2,0.15
1,1.00,0.99,2,1,1,4,2,2,2,36,2749,3.44,1,1,17,8,1,2022,4.25,4.5,4.88,5,4.38,4.5,4.38,1,0.09
1,1.00,0.98,2,1,4,3,1,1,1,23,343,2.54,15,1,17,252,4,2023,4.75,4.84,4.55,4.87,4.92,4.57,4.84,2,2.81
2,0.90,0.80,2,2,4,2,1,1,1,15,1600,3.20,1,1,17,17,3,2023,4.76,4.82,5,5,5,4.88,4.88,2,0.22
3,1.00,0.67,2,1,1,3,2,1,1,33,446,2.65,180,1,17,16,0,2020,4.81,4.75,4.75,4.94,4.81,4.38,4.63,2,0.3
1,1.00,0.93,2,1,4,2,1,1,1,12,413,2.62,2,1,17,124,4,2023,4.62,4.69,4.68,4.84,4.82,4.75,4.63,2,1.71
1,1.00,1.00,1,1,1,14,6,6,11,20,9599,3.98,1,1,17,57,18,2023,4.86,4.84,4.79,4.93,4.95,4.63,4.61,1,0.95
1,1.00,0.93,2,1,4,10,4,4,8,22,5100,3.71,1,1,17,13,1,2022,4.31,4.23,3.92,4.69,4.46,4.31,4,2,0.24
1,0.88,1.00,2,1,4,2,2,1,1,22,1489,3.17,1,1,17,29,4,2023,4.69,4.59,4.52,4.76,4.48,4.38,4.66,1,0.57
1,1.00,0.97,2,1,1,2,1,1,1,15,2000,3.30,2,1,17,7,4,2023,4.86,5,5,5,5,4.71,4.86,2,0.14
1,1.00,0.99,2,1,1,2,2,1,1,29,1957,3.29,1,1,23,8,7,2023,4.88,5,5,4.75,4.75,4.88,4.88,2,0.21
1,1.00,1.00,2,1,1,2,1,1,1,19,1136,3.06,3,1,17,5,3,2023,4.2,4,4.4,4.4,4.6,3.6,4,1,0.11
1,1.00,1.00,2,1,1,16,8,8,8,54,17000,4.23,1,1,17,11,7,2023,4.73,4.55,4.73,4.91,4.91,4.45,4.64,2,0.23
1,1.00,1.00,2,2,3,2,6,1,4,26,1485,3.17,1,1,26,39,0,2020,4.77,4.82,4.79,4.82,4.9,4.72,4.74,1,0.86
1,0.90,0.98,2,1,3,2,1,1,2,11,2199,3.34,1,1,19,3,0,2020,4.33,5,4,5,4.33,4.67,4.33,1,0.07
1,1.00,1.00,2,1,1,8,4,4,4,47,6943,3.84,1,1,17,2,1,2022,5,5,5,5,5,4,4.5,2,0.04
1,0.96,1.00,2,1,4,2,1,1,1,19,854,2.93,1,1,17,47,40,2023,4.57,4.62,4.57,4.74,4.53,4.3,4.49,1,1.11
1,1.00,0.99,2,1,1,4,1,2,2,25,1923,3.28,3,1,19,20,14,2023,4.85,4.8,4.9,4.7,4.75,4.85,4.8,1,0.46
1,1.00,0.99,2,1,1,4,1,2,2,32,1865,3.27,3,1,17,23,15,2023,4.74,4.74,4.87,4.61,4.65,4.78,4.7,1,0.57
1,1.00,0.65,2,1,4,2,1,1,1,7,1000,3.00,1,1,21,3,3,2023,4.67,4.67,4.33,5,4.67,4.33,4.33,2,0.76
